nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo,cliente_id
Sabrina Pereira,oalves@ig.com.br,,1943-02-13,975266.0,,False,9f9961ef-e501-42ad-b5b2-a556c8275051
Matheus Costa,"E-mail ""email_invalido@.com"" inválido",,,608.72,828-V,False,1d759be8-bacd-4fa5-8012-3df3e7cca174
Maria Fernanda Gomes,frodrigues@ig.com.br,,,35899.0,107-I,False,f6ba29f9-50c4-416c-a9e9-361c81bbdc5f
Ana Julia Campos,evelyndas-neves@martins.br,,2001-04-19,444669.0,,True,ee2d323f-7d5b-42d9-ad60-70115bcc3a5d
Pietro Costela,inascimento@da.com,61,2007-01-14,37455.0,,,c9e8bfa5-24ea-43a8-bf5b-4894e86c2f0e
Gabriel Cardoso,rmoura@viana.org,,1960-11-09,382461.0,744-W,False,7c164ce8-ccb0-4c31-afff-b66e2fd94b0c
Bernardo Souza,joao-pedrosilva@gmail.com,,,81826.0,918,False,64a534db-1bfd-4c88-a19d-681a6ba495d1
Rafael Castro,cunhamurilo@caldeira.com,34,1943-07-02,240419.0,825-L,False,12b9c580-977a-40d2-8e1a-e868801a5b06
Letícia Teixeira,silveirarebeca@yahoo.com.br,,2002-08-15,592621.0,,False,0e66d2c4-d439-4008-8669-9a321f306db6
Heloísa Campos,sabrinacardoso@uol.com.br,,1939-01-01,828.16,,True,b07de249-cb99-4664-86e1-fb612ef6bab6
Luiz Gustavo Nogueira,otavioda-mota@pinto.br,39,1997-01-21,982.26,268-W,True,5678d241-71ea-4c2b-a81f-d2704657ac25
Nina Cavalcanti,portobianca@araujo.br,,1979-06-27,7645.0,161,True,16fb7c74-9dc4-4c27-a1e9-aaf96017cbc7
Diego Peixoto,agathacampos@hotmail.com,,1969-04-10,29146.0,,True,5b549323-815f-4bc2-95e1-db88af710a02
Luiz Gustavo Souza,"E-mail ""email_invalido@.com"" inválido",22,1973-05-23,69831.0,,True,35042e27-93d7-49f2-a0c7-002971cc4984
Lucas Duarte,"E-mail ""email_invalido@.com"" inválido",,,215.62,,True,ef60f319-2fff-4c80-a983-d8a8bd45ded1
Paulo Dias,enzo-gabrielcunha@uol.com.br,,1996-05-23,28487.0,,True,08d25303-585a-41ec-96f5-699302251bea
Calebe Gomes,azevedolara@lopes.br,51,,80467.0,,True,8251e74e-b533-4411-810c-d971465c1226
João Guilherme Carvalho,tferreira@bol.com.br,,2004-02-16,71245.0,462,False,81ad1335-3b12-494d-bcda-8eb659687945
Maria Aragão,"E-mail ""email_invalido@.com"" inválido",50,1958-07-21,15.19,514,True,4213a75f-7e95-44b4-8749-8745d220c9a3
Clarice Rezende,rebeca87@monteiro.org,25,,570.82,385-D,,e591906b-74bb-4de8-848b-25c33e365f42
Rafael Lopes,rviana@aragao.br,69,1946-12-19,579096.0,946-A,False,08b7802a-69bf-4b3a-a4ff-81dff3a99cf4
Emilly Duarte,joao-vitor39@hotmail.com,36,1934-10-09,47199.0,,True,2236232e-981a-46da-b335-7b6bf1fbc0da
Eloah Souza,"E-mail ""email_invalido@.com"" inválido",,1977-12-20,873.42,137-I,,da01676e-54ba-427c-aea9-0f2b5a1fe025
Benício Oliveira,igormonteiro@yahoo.com.br,,,960355.0,,False,d3fbe9ad-957b-41fa-942c-89137012e24e
Maria Alice Freitas,isaac29@ig.com.br,,1984-12-15,677.99,,,870a54d6-2977-462e-bd43-b9e2b72f4566
Alexia Cavalcanti,gjesus@correia.com,,1954-11-12,31034.0,,False,33a65859-7fb2-4438-bb69-37caf266f0e4
Melissa Correia,teixeiraana-livia@barbosa.com,,1997-03-30,9235.0,,True,3432cc5d-c694-476e-8138-8039e0bb8d42
Benício Novaes,gsales@barros.com,,1953-11-10,20436.0,488,False,7832a64d-5636-4330-a67f-f1a4416f7cdb
Pietro Moreira,rocharenan@da.br,,,3423.0,,,a7f69f91-1bfb-4760-b5f7-4cbafd661b27
Luana Da Rocha,marcelasales@lopes.br,53,,592.14,,False,c50893d4-43ee-48c6-9b42-997314b6fb71
Milena Gonçalves,martinsnathan@uol.com.br,26,1998-09-16,52388.0,776-C,,e8ac9414-3603-4959-bad5-76ff8b071f51
Giovanna Viana,nascimentoisabelly@yahoo.com.br,25,1982-02-19,150.21,329-P,True,2b296d1d-10ad-4bcc-9d6b-6a6320e88aba
Renan Barbosa,"E-mail ""email_invalido@.com"" inválido",,2002-10-22,701.56,957,True,3f5de9cb-5e7f-438d-8d46-dd8512e144fc
Breno Castro,cardosomariane@novaes.com,,1978-02-21,12054.0,,False,be02c931-1228-4ff9-b9b3-b83ab58ac0da
Marina Alves,goncalvesjulia@souza.net,37,,37133.0,,True,1ce67100-3bbe-43d7-a22b-bb1af65d3898
Otávio Moraes,emanuel40@monteiro.com,,2006-12-22,13649.0,890-G,True,bcadeba9-a73c-49b8-8b39-bbbae61cb9ec
Luiz Felipe Carvalho,joao-miguel63@hotmail.com,,,60227.0,,False,18292a46-6632-40af-89ec-e53e195866f3
Laís Lima,sda-rosa@ig.com.br,63,2006-06-18,214216.0,,,bd9588c0-fe80-4b86-94a3-5ac19536486b
Ana Clara Barbosa,bruna99@costa.org,,,64162.0,,True,f4024da9-bf25-49d9-a071-ca4fa23acabb
Lívia Pereira,"E-mail ""email_invalido@.com"" inválido",,1961-04-02,682664.0,703,False,b7af85a2-4756-446c-bbe0-1c07bebb730d
Caio Pereira,ferreiramaria-sophia@ig.com.br,,1971-06-16,719.41,,False,cf806587-8eea-4530-a7fa-c89f567028c6
Nina Pereira,mourafelipe@carvalho.org,61,1992-09-19,245.35,662-J,True,8cb1d6f4-37d8-4da1-b2dc-f2f81ffd29b5
Amanda Moura,jesusian@castro.com,,,488846.0,,True,803c0fa3-ec96-4cec-bbc0-8aa6ac332641
Gabriela Farias,zlima@yahoo.com.br,42,1983-07-03,993.34,,True,3fac46d3-0241-45ec-ae8c-5657abea6082
Theo Monteiro,vianasofia@ig.com.br,24,1937-05-31,2599.0,,True,7cb14119-1db4-4314-af66-ebcfcf3b2f72
Evelyn Azevedo,leandro54@bol.com.br,29,2023-06-17,352.81,,False,29ebda69-1aec-40ad-bc83-6c638134cb7c
Juliana Freitas,vianalais@ig.com.br,,1944-10-02,469666.0,283-R,True,c239ad5d-76cd-4728-b797-d9f3091d7e38
Valentina Rezende,lucas-gabriel28@rezende.org,,1949-12-19,115.83,223-I,False,9527f438-fbea-4162-b0a6-7666739ca69c
Clarice Moreira,marianeribeiro@alves.com,,1989-05-28,175.17,,True,d88f5e7e-aed3-499b-ba0b-b40a2d278d9a
Bryan Santos,franciscoribeiro@bol.com.br,,1980-12-29,86167.0,215-Y,False,df2ae957-ee19-42c1-b03a-a72164d17026
Maria Cecília Pereira,smonteiro@yahoo.com.br,,1998-08-29,197.55,924-P,True,9910e037-ce4e-4e50-aafe-18fe2f8b0d6d
Clara Da Costa,lopesbruno@das.com,69,1973-07-27,44319.0,,,6db80d7e-78f3-4e3b-a28f-c788bc054d8b
Maria Cecília Pereira,"E-mail ""email_invalido@.com"" inválido",,1977-07-24,708273.0,,,5a17719a-1cfe-4ec8-b3e1-7a154eb25eea
Julia Almeida,vcardoso@da.com,,,878637.0,,,bdca12eb-c5d4-4924-a64c-eee6ee517262
Vitória Da Mota,livia80@moraes.com,,1944-12-23,915.7,457-H,,75d5b7b7-6845-445a-adea-cc3d498ba732
Theo Barros,brenofreitas@bol.com.br,,1979-10-20,762012.0,,False,5e583120-8a11-46ed-8386-46f02387b4cb
Lucca Silva,joao-gabrielpeixoto@pereira.org,,1977-09-11,574599.0,298,True,6faa64f7-0d68-4b3e-9cc7-9e40d72e4974
Kaique Moura,scardoso@hotmail.com,,2016-02-14,61.7,,False,12d92834-8f4d-4193-a587-5f860eadf720
Luiz Gustavo Fogaça,tda-mata@fogaca.br,,,452.22,,False,748cee2d-fa47-4821-b5d9-a6c57bd4aa27
Alícia Pinto,diogo49@yahoo.com.br,30,1945-03-04,82736.0,949,False,420dc591-85d2-4706-b604-c17a1906711b
Natália Barbosa,gabriellynovaes@teixeira.net,,2019-12-29,155389.0,903-P,,ab46e7b6-2d86-4159-ad97-7b23ba50aacd
Eloah Lopes,znunes@ig.com.br,32,1958-03-22,62246.0,909-R,True,847b5785-3e59-44ef-8dc6-424718f1b200
Gabriela Novaes,msouza@bol.com.br,29,1979-08-11,312.62,,False,7582616c-81e2-4440-aa8f-df7ac4ed47ac
Paulo Rezende,wbarros@bol.com.br,,1989-03-30,99551.0,692-G,,534afd10-1c35-420b-a270-0e1dd7bc07cf
Stephany Carvalho,framos@gmail.com,,1979-04-11,35816.0,,False,d35cfc31-7ac4-4656-9468-ffaefd53d252
Leonardo Da Mota,"E-mail ""email_invalido@.com"" inválido",60,,155.76,,True,5fc8c519-f6c3-4fa4-99a8-133bce9e7704
Luiza Cardoso,mariaalmeida@nunes.br,,1994-01-23,86.84,,False,5357b793-28a5-466b-ad9b-c7e690ec6e41
Davi Luiz Vieira,vicenteda-cunha@alves.org,,1980-08-21,3483.0,,True,60171a18-7940-4328-b64d-a3c1eda07cbe
Emilly Melo,cardosothiago@ig.com.br,,1979-01-04,533.38,,True,6a211d9b-8e7a-4251-9134-d4a363c8ddd5
Noah Carvalho,das-nevesbryan@bol.com.br,,1970-10-08,568325.0,,True,ddadb46c-f95c-4a71-a4e5-7220c0bc67c9
Maria Alice Viana,thiagoda-mota@viana.net,20,,460.27,,True,735b4d15-194e-485d-9de4-3fc2e3c0ab16
Kamilly Nunes,danilolima@mendes.com,55,,16019.0,,False,4279321b-bcb7-4f8b-b160-65273618f09e
Otávio Duarte,ana-julia63@cunha.br,,,1031.0,,True,ad437bf0-98b8-4228-b5cf-864895544264
Anthony Da Paz,jda-cunha@uol.com.br,,1975-04-15,32998.0,674-O,True,d7f55bd9-9f5d-4c42-8b87-cb309ac391ed
Alice Ramos,caioda-paz@aragao.br,59,,817852.0,,False,69464ed6-f975-46ce-a36f-fd57ab737b5a
Marcos Vinicius Barbosa,pireslucas@das.br,,1941-10-13,391147.0,,True,f7fb7622-2b88-436b-9f7c-9f4a18c183cc
Amanda Pereira,moraesgiovanna@uol.com.br,,1965-01-09,794.32,,,b5bbb22c-0cf6-41f4-a502-dbbe048177fe
Joana Mendes,isis85@bol.com.br,,1989-03-30,714.65,,True,5550b542-6785-4a15-b2de-f787c4c5b4c9
João Pedro Souza,fjesus@silveira.com,,1960-11-02,197682.0,477-Y,False,3efbc2e2-ff8a-4e10-a80e-fbda1ffce333
Calebe Sales,tcastro@goncalves.org,,1970-06-23,16299.0,,True,4fdc8f6a-128c-4c86-a0ac-3085c85b5e3f
Nina Barros,uda-costa@hotmail.com,,1967-05-10,76880.0,564-Z,False,2db360d8-da0b-4c3f-923f-0db6c4eec16b
Agatha Nascimento,pedro24@bol.com.br,,1999-06-18,71718.0,555,False,49f261c1-30a1-45b3-b811-f8ca47623087
Kaique Fernandes,rezendehelena@souza.com,,1980-10-08,80139.0,578,True,f9fca28e-abbc-45d3-8126-32fc2bcd69a0
Pedro Miguel Duarte,gustavo-henriquefogaca@nogueira.br,49,,28234.0,379,True,d4a3b4b8-48ea-4fcf-a71c-0dbd7d6a38d2
Lavínia Duarte,ida-rocha@da.net,,1970-06-08,51586.0,570-G,True,b7cf06d8-ad34-4a50-a0d2-84898c20973b
Maitê Pereira,lopesjoao-lucas@lopes.br,,2016-07-14,89247.0,660-W,,945d63b9-e1f3-4b77-ac88-f8342c766978
Larissa Das Neves,woliveira@lima.br,27,1996-09-17,52533.0,,True,2607eda2-77a4-40a1-a78e-62d89976e4d4
Letícia Ribeiro,diegocardoso@gmail.com,,,706.74,,True,b524f340-7038-40df-97fe-5f69cf6f31cc
Carlos Eduardo Melo,"E-mail ""email_invalido@.com"" inválido",,1998-10-01,83618.0,585,False,e6d942ee-35bc-4a43-8760-943272d790c5
Enzo Da Cruz,evelyn38@gmail.com,,1991-05-07,551679.0,,False,52a8bb6b-5019-4191-8aef-2cc40c262514
Joaquim Araújo,melobarbara@vieira.com,,1991-03-10,693.13,,True,184ab644-b819-4231-b342-a2d7409dee0f
Cecília Da Paz,djesus@hotmail.com,68,,60342.0,563,True,064d5af3-933e-43ff-ae26-99ed24dafe14
Luiz Miguel Nunes,gviana@uol.com.br,65,1998-04-20,16672.0,,True,ffe54ed8-72b8-4194-9ced-ddc3aaf39bcf
Theo Lima,diogo35@lopes.net,,1973-01-17,835.14,936,True,76940fbc-7f18-4a8c-a3df-27ab0d0291da
Yago Ribeiro,vinicius59@yahoo.com.br,60,1996-02-09,40167.0,,False,30216a0d-dd6b-4018-8c6e-a0e7e26002f9
Bianca Santos,oramos@hotmail.com,,,237515.0,569,False,5a0d8d2f-e919-42ce-b4fc-769fe0f6016a
Thomas Da Rocha,isadoranascimento@bol.com.br,,,35771.0,,,1c37dddc-e6f7-4bb3-affd-e2451fb2def9
Helena Da Cunha,"E-mail ""email_invalido@.com"" inválido",,2001-03-01,23526.0,750,True,8b831725-90a1-414a-90ad-c5761801a69f
Sabrina Gonçalves,nunespietra@dias.com,42,2012-10-14,249.39,485,,c9ce5c07-52d3-48e5-ad1d-ad80647fa7be
Kamilly Da Costa,uferreira@da.org,66,2016-05-09,432.12,,True,8a9838fc-5173-4c0e-a08e-6f4104cd289a
Noah Da Costa,oaragao@uol.com.br,27,1959-08-10,40486.0,987-E,True,a924de39-0f93-460c-8a6d-64c8fa77fe92
Ryan Mendes,carvalhobeatriz@yahoo.com.br,69,1985-09-04,89437.0,,,027af821-4984-422e-ac6e-a629e5c38316
Fernanda Correia,freitasrafaela@gmail.com,,,16.16,,True,6fa0550f-0311-4442-8ce6-998d12e37422
Diego Correia,lucas-gabrielgomes@ig.com.br,61,1995-04-11,12433.0,,True,d2920a61-ac55-4625-9128-e19f373e84f2
Emilly Fogaça,larissaalmeida@ig.com.br,,,66.66,,True,e7e30e26-0987-4562-a4db-7c04949aa02e
Gabriel Souza,da-matajuan@ig.com.br,,1995-10-03,812562.0,258,False,5527f49b-81d7-4804-b361-1f9771b29baa
Kaique Azevedo,isabelly23@silva.com,,1964-01-02,425763.0,846-T,False,4cf9a5e8-4246-47b9-8f9a-e1cd3815e789
Stella Moraes,"E-mail ""email_invalido@.com"" inválido",,1957-02-04,883.18,233-X,False,d5ec4ad9-e064-4108-a33e-306ca85219dc
Isadora Correia,tfernandes@uol.com.br,,1960-02-21,13063.0,,True,4677dfa5-3f0e-443f-8573-1e037db4a8c8
João Gabriel Da Cunha,"E-mail ""email_invalido@.com"" inválido",,1956-05-14,569176.0,133-F,True,5e170573-2d48-4ca7-a47b-8dcbdbaf80a2
Caroline Aragão,vramos@monteiro.net,,1951-05-28,883.99,,True,4f8ca78a-bb60-4ebe-9166-e0aa6bcfaa10
Sabrina Rodrigues,benjamin39@silveira.br,54,,1013.0,710,False,66d0b974-f9e0-4e92-909b-2e07227be430
Luigi Jesus,scardoso@duarte.com,,1981-06-03,3875.0,652,False,cc807bf1-9313-4211-a815-7cba2567e791
Luiz Fernando Lima,rpeixoto@nunes.br,,1950-08-21,53843.0,287-Y,True,cac121cb-94f6-4eb1-933f-75fb70b66930
João Lucas Cardoso,gabrielcorreia@hotmail.com,,,800274.0,569,False,ebf63c07-d2ff-41f8-844f-9bbfc419664c
Cauê Rocha,brenocostela@souza.net,,,497.4,988,True,c842142a-2b1c-49e7-8f67-7fd53c5bbef5
Pedro Lucas Das Neves,yda-rocha@uol.com.br,,1998-08-06,345196.0,638-Q,True,81e7180c-f18b-4d88-af9d-b381b3213a22
Raquel Moura,da-cunhaana@bol.com.br,,2006-01-21,824918.0,,False,7a65678e-bddb-4b8a-96a1-84cf0beb356e
Davi Correia,alice87@novaes.br,,,15393.0,,True,2ebbbd74-4ee9-4e35-85dd-02734777ccd9
Enzo Caldeira,anthony56@monteiro.com,48,2007-12-21,84.23,990-O,True,aa4f1d8d-f1e0-4f7b-b139-23828fc19d00
Luiza Araújo,rsilveira@pereira.org,,1977-07-12,404.84,692-O,True,baf08d36-8a95-485d-b72b-987aa5c81cb6
Guilherme Peixoto,luiz-henrique67@martins.org,,1969-10-08,510.24,142,False,542226a7-c17f-473d-b0cc-4b39594ab4ca
Maria Clara Melo,carlos-eduardo92@das.br,,1982-02-13,27.48,,False,4444bd65-c9b6-4bd7-b7ac-ca3c44aa8fea
Alice Lima,vcastro@yahoo.com.br,40,2019-03-20,14249.0,580-D,True,7bf50e30-7c4c-4dbf-9aee-033857717303
Maria Sophia Melo,leonardorocha@fernandes.org,,1989-07-16,172.16,,True,9dfe3e8d-8312-443f-b37d-838dd877714a
Bernardo Cardoso,goncalvesluiz-gustavo@bol.com.br,,1981-05-01,918985.0,716-H,True,aa1b3552-1c87-489a-b643-70d5335e39c6
Lorenzo Araújo,silvavitor-gabriel@porto.br,47,,207013.0,655-C,True,8b33b0a1-61d2-48f1-b12b-81e25bc323ea
Evelyn Da Mata,gustavo86@yahoo.com.br,,2014-02-28,82470.0,218,False,3523a734-915c-4321-8eef-83c712535125
Sabrina Costa,caio91@mendes.br,52,1996-01-23,458169.0,752-T,True,9cf58173-dc34-498d-bc86-a47c48269853
Larissa Ramos,"E-mail ""email_invalido@.com"" inválido",,,4582.0,,True,de69e41e-6e5d-4afa-bb17-57e068efac38
João Pedro Sales,luiz-fernandoda-cruz@ramos.org,,,1178.0,612,True,55980e3d-00f9-4b40-9140-c4497c4b538f
Stephany Caldeira,claricearaujo@cardoso.org,,1977-07-17,131.64,,False,59211dcf-f498-4a5e-9df7-a4a18d0535f4
Pedro Teixeira,opereira@gmail.com,,1971-02-15,5098.0,111,True,3c3cc4f5-fab4-4448-b14e-239344760b57
Pedro Miguel Viana,theoda-mata@bol.com.br,,1971-06-04,248457.0,,True,328d3406-c20c-43e3-bd9a-38ccb1e1b9c3
Sabrina Barros,arthur41@jesus.br,,1985-06-12,28828.0,,True,76c353c6-aa06-4ded-9494-3e7c3c15b970
João Miguel Rezende,melomarcos-vinicius@hotmail.com,,,23284.0,,False,b95024b7-9a5a-4b05-ac66-35a6c8d766ca
Diego Da Mota,ccaldeira@lopes.com,,1990-08-25,5637.0,830,True,46877125-4cfa-4492-ba94-31cf707578c8
Stella Nascimento,stephanyrezende@uol.com.br,,1978-04-14,866.1,694,,2f523aeb-658c-4d93-baef-afe26eb9a822
Thiago Lima,yda-conceicao@yahoo.com.br,,1954-07-02,615866.0,,False,43ed7c4d-27d3-467a-b465-360b1c8a8f60
Felipe Da Paz,laura31@ig.com.br,,2003-07-14,98063.0,,False,2da3bfb9-8a7c-4bc5-aa30-54ba42b15ede
Danilo Carvalho,jferreira@silveira.net,,1977-08-28,93035.0,,False,8412f8a3-9abc-449d-a922-bd130f51afbd
Sophia Moraes,martinsana-carolina@ig.com.br,,2017-09-01,60837.0,508-P,False,e495d553-6783-44cb-85ba-e30884574e9d
Pedro Da Paz,gomesantonio@gmail.com,,,820.3,732,True,8705a2d9-fb38-429e-9904-79864e2cfe4d
Manuela Melo,davi-lucascosta@ig.com.br,,,358.86,,,193b598c-0e0b-4f65-9053-296b7a890436
Igor Nunes,lorenzogoncalves@silveira.org,,1955-10-19,83565.0,971,False,98a611fc-91da-42da-b2c6-0cc059d61a79
Nicole Nogueira,maria-alice25@mendes.org,68,1940-10-08,483.42,394,True,acf7122e-08a0-4683-8a35-50443431369d
Gustavo Peixoto,duartevinicius@yahoo.com.br,,1981-07-21,395058.0,449-M,True,5e355023-82b6-4ce8-9093-f4d48bd21643
Maria Alice Dias,xcardoso@rodrigues.br,70,1960-11-10,492579.0,,True,4a801797-ef96-4843-9fa8-7b6dfe75669d
Danilo Campos,icampos@gmail.com,51,2004-02-04,6114.0,,,9b5fd131-2f58-435d-8a50-d5cb4eeea85d
João Gabriel Da Cruz,jesusleonardo@peixoto.com,29,1973-06-18,468459.0,670-T,False,71fe88cc-2f4b-4cf8-87ae-39d1df9c519d
Leonardo Cardoso,kmartins@cardoso.com,,1957-04-03,309145.0,541-A,False,296803fc-51f1-40ab-956e-73600e795b83
Ana Rodrigues,diogosales@bol.com.br,,1949-08-27,99985.0,,True,c6a0f93a-939f-4d98-8ddf-2767bafbf0e8
Maria Julia Fogaça,ribeiroenzo@hotmail.com,43,,761.41,,False,91fd6654-4d32-4767-a6df-e9b55f9155bd
Bruna Santos,"E-mail ""email_invalido@.com"" inválido",45,1952-02-22,8617.0,,False,3034f252-0ce0-40ef-bb5b-809034514ba7
Beatriz Ferreira,danilo74@ig.com.br,,,853.24,,True,5616af93-1603-4394-8f24-835a4c734c05
Giovanna Teixeira,gustavo71@pires.com,55,1960-10-22,722234.0,,False,ab7f570b-538d-4be7-a095-756844604d98
Milena Da Rosa,lucasda-rocha@ig.com.br,44,2001-01-08,90765.0,470-T,False,ef362c34-74cb-47f3-b79a-a603e8c94c39
Gabriela Fogaça,eduarda60@bol.com.br,39,1991-05-23,38962.0,254,False,b4136674-ca74-4756-a207-572fdafdca75
João Lucas Campos,"E-mail ""email_invalido@.com"" inválido",19,2021-12-21,691724.0,697,True,3e4752b4-9d03-4531-8d84-dde216704e77
Emanuel Alves,isis10@yahoo.com.br,56,,736333.0,162-U,False,78e8db2f-7cb0-4a0d-8245-b7cb604a659d
Clarice Carvalho,erickmonteiro@ig.com.br,57,1961-10-15,717.98,839-E,False,eeb18e73-064f-4bcd-89af-37320470d56d
Rodrigo Oliveira,lrodrigues@silva.br,29,,43247.0,,False,4db68158-0ace-408f-a936-f3411ee28940
Lucas Gabriel Da Cruz,cmartins@dias.br,,,946917.0,531-R,True,dae5d1c9-dc5a-48c7-b5b9-9384f96e9bee
Alana Dias,das-nevesdavi-lucas@ig.com.br,,,20453.0,504-J,True,35693c2d-ccd0-49ed-97ad-6734e834d078
Ian Fernandes,mirellarezende@ig.com.br,,1947-06-06,951.9,,False,ccd7fb9e-15ee-4461-af58-4a891191b920
Vitor Gabriel Ribeiro,"E-mail ""email_invalido@.com"" inválido",,1982-03-23,162.28,,False,90ef2347-14bf-48a5-b1fa-efac348f3c0c
Bryan Campos,lnogueira@yahoo.com.br,,1947-02-28,474.0,,True,0adc0f54-d776-4dea-881a-12da4968aa52
Ana Vitória Peixoto,luiz-otaviocorreia@silva.br,35,1967-09-07,783981.0,455-M,,2e41a8fd-78c4-4ed0-b42e-51a11c958678
Evelyn Cunha,lrodrigues@yahoo.com.br,,2005-04-17,2820.0,900-Y,True,2edde22e-0770-4487-a967-edf78f464dfb
Maria Luiza Dias,pedroribeiro@monteiro.com,32,1999-04-07,243016.0,160,False,a44ace81-5a29-4180-87f8-2eb1de06c955
Sarah Alves,juansantos@fernandes.net,,1993-02-02,945.57,545,False,a277f444-4972-47b8-a571-74c53c25f66f
Murilo Freitas,"E-mail ""email_invalido@.com"" inválido",,1968-03-17,4378.0,,False,02bde20f-6258-4640-aa76-0f274215ec63
Otávio Nogueira,mariane86@hotmail.com,41,,22628.0,,,cacc03b7-10e7-4390-9141-79a458484dd3
Marcos Vinicius Azevedo,otavio22@yahoo.com.br,,,989.3,844-W,True,7e4d7534-0f63-4a39-ab65-8f5f09c6855a
Agatha Castro,marinaduarte@aragao.org,,1948-10-25,74669.0,205,False,e81e030a-32b8-4440-b666-1329dbd0749a
Bryan Dias,danielfogaca@yahoo.com.br,,1968-09-11,770.6,,False,81f2d7c2-b93c-401e-89ed-04409daef1fc
Maria Alice Cavalcanti,anasales@bol.com.br,,,348.26,650,False,03c5162a-a943-4f62-9090-e1203857e135
Julia Pinto,"E-mail ""email_invalido@.com"" inválido",,1957-06-30,887882.0,,,82b6a79e-e86a-4739-bc2a-938410ba2454
Catarina Duarte,da-conceicaojuliana@da.org,,,788928.0,,False,417a7a09-3d37-4e8f-8ff3-3da0cad6db86
Maria Silva,marianesilva@souza.com,,1994-06-19,495.61,,True,6d1803c4-c3b6-4376-9c8b-b4269551dcd5
Lucca Fogaça,marianecosta@ig.com.br,,1962-02-17,548.44,439,True,2a5b31fa-8c4b-4c7e-a917-dbd73344987b
Kaique Barros,ninada-rocha@uol.com.br,,1944-03-03,457672.0,,True,44c72750-5157-49c9-9df5-c9aae2df161c
Gabrielly Fogaça,lorenzomoura@cardoso.org,,1992-01-31,13438.0,,False,3bbb11f7-e162-4640-b8c2-29fb57427bd0
Joana Ferreira,flima@yahoo.com.br,24,1999-01-07,89321.0,706-T,,d6e744c6-bb5a-429a-8353-45bf864a5e9b
Luiz Felipe Cavalcanti,ymonteiro@yahoo.com.br,58,1972-07-15,405.16,,True,8810203e-bd01-4cd2-88a4-456871c161b2
Thales Moreira,marcelaribeiro@ig.com.br,29,,256.46,655,True,fea7555c-c0cc-4267-95fd-4239ef997d64
Pietro Pinto,moraeslais@correia.com,33,1981-12-01,905312.0,,True,26fbb24b-982a-4445-b572-4c756d0eab5a
Murilo Dias,emanuella73@duarte.br,,,514458.0,,True,95dc7f3a-ab9f-468e-85d7-d93d023f03fa
Manuela Nascimento,diogocostela@da.com,47,1974-05-28,20778.0,,True,42994098-f58d-422c-ab91-2e181d699c40
Joaquim Silva,ssilva@das.br,67,1953-01-23,640.6,110-K,True,daddd291-335b-4c5e-9987-3c8521870fa5
Juliana Moreira,fernando53@hotmail.com,,1978-09-11,67056.0,,False,0519742d-a6fc-485e-b3fc-3ef595bf2761
Augusto Cardoso,ana-julia78@cunha.net,,2023-05-31,235135.0,423,,7e66b81e-da67-42b3-8c27-bf18c6f45fa9
Ian Azevedo,kbarros@uol.com.br,64,,1637.0,364-H,False,be662c41-661b-43fe-83d3-fc17524ab5ac
Vitória Rocha,qrodrigues@ig.com.br,45,1965-10-15,58862.0,249,False,ae57a1a6-4f36-4b67-b962-251ccd2b1ec4
Vitória Gonçalves,davi-lucascorreia@martins.org,,1941-01-06,379.22,586,False,54a69b88-71b9-4119-acfa-c4861a0a3813
Amanda Rodrigues,teixeirabenjamin@costela.br,,1944-08-10,25.59,,True,104f1492-0f76-4c5d-851f-6e82e432fba0
Heitor Vieira,hcosta@hotmail.com,65,,14333.0,,,bbd2229f-1349-4a9f-a374-e6ac43f90023
Maria Luiza Porto,ana-laura92@barros.com,,2008-09-06,311.64,,False,7dbc0b20-e42a-4718-abe8-c1f3edeef23b
Samuel Silva,santosfernanda@gmail.com,,1986-11-02,320678.0,494,False,2d82f3ef-f498-48a5-9983-61924550cf6c
Lorena Costela,eduardasales@da.com,,1955-11-12,20516.0,,False,1d9e0b5b-dbf2-415a-92ad-56c44472d0a9
Raul Gomes,"E-mail ""email_invalido@.com"" inválido",53,1936-08-08,3920.0,850-K,False,3b077931-d4d1-4a5a-bca6-8f7265ad7982
Enzo Gabriel Rezende,ppereira@bol.com.br,,2006-03-27,92448.0,,False,823a2910-7b6f-423d-8249-3b2313d3d1da
Ana Clara Costela,caua81@cavalcanti.com,61,,38391.0,946-B,True,d094dee2-fac5-4cb7-afce-7dfd41627c37
Nathan Da Mata,luana75@jesus.br,36,,93299.0,,,d7c1d425-838c-4b3d-954f-004fa4572c9f
Ana Julia Nogueira,dcosta@peixoto.org,,2012-07-16,176554.0,478-E,False,9b832fc0-d164-47d7-b2a4-876115c05e29
Agatha Correia,hda-mota@dias.org,,1949-02-09,36651.0,573-Y,False,61dcbf9e-7a3c-4f6d-84cd-a7e711070f51
Caio Alves,gustavo-henrique51@uol.com.br,,,84012.0,,True,0227be69-2e04-40cd-ae65-5ebae6d896a0
Camila Castro,ryanferreira@cunha.br,21,1939-04-01,234.66,,False,dff12fcb-ea51-42b3-90c9-54ae32a1fb71
Alice Lopes,pedro-miguelbarros@teixeira.br,29,2002-04-19,9136.0,524,True,51ab8464-7d7d-4521-a280-829bcf7e578d
Maria Luiza Campos,arthurda-paz@porto.com,19,,526.59,343,True,cdaa78cd-61a0-4067-bbf2-c685cde12a40
